mode,metric,iteration,value,dominant_strategy
full,max_p,94,0.9999990221361853,ASD1_IPHop
full,max_p,95,0.9999991259843082,ASD1_IPHop
full,max_p,96,0.9999992187682648,ASD1_IPHop
full,max_p,97,0.999999301672152,ASD1_IPHop
full,max_p,98,0.9999993757525537,ASD1_IPHop
full,max_p,99,0.9999994419523894,ASD1_IPHop
full,max_p,100,0.9999995011132432,ASD1_IPHop
full,max_p,101,0.9999995539863389,ASD1_IPHop
full,max_p,102,0.9999996012423138,ASD1_IPHop
full,max_p,103,0.9999996434799262,ASD1_IPHop
full,max_p,104,0.9999996812338107,ASD1_IPHop
full,max_p,105,0.99999971498139,ASD1_IPHop
full,max_p,106,0.9999997451490354,ASD1_IPHop
full,max_p,107,0.9999997721175583,ASD1_IPHop
full,max_p,108,0.9999997962271042,ASD1_IPHop
full,max_p,109,0.9999998177815209,ASD1_IPHop
full,max_p,110,0.9999998370522495,ASD1_IPHop
full,max_p,111,0.999999854281799,ASD1_IPHop
full,max_p,112,0.9999998696868438,ASD1_IPHop
full,max_p,113,0.9999998834609882,ASD1_IPHop
full,max_p,114,0.9999998957772331,ASD1_IPHop
full,max_p,115,0.9999999067901775,ASD1_IPHop
full,max_p,116,0.9999999166379832,ASD1_IPHop
full,max_p,117,0.9999999254441286,ASD1_IPHop
full,max_p,118,0.999999933318976,ASD1_IPHop
full,max_p,119,0.999999940361167,ASD1_IPHop
full,max_p,120,0.9999999466588742,ASD1_IPHop
