def_strategy,mu,attack_mode,n_attackers,n_targets,resp_time_ms_mean,resp_time_ms_p95,load_time_ms_mean,load_time_ms_p95,ASSC_ms_mean,AIC_ms_mean,NC_ms_mean,cost_total_ms_mean
GD1,400,static,3,1,862.3018126311483,868.6477830895495,901.0509063155741,904.2238915447747,240.0,175.0,167.41378019108924,1936.1527189467224
GD3,400,static,1,1,783.9134766194476,783.9134766194476,836.8567383097237,836.8567383097237,240.0,175.0,167.41378019108924,1793.5702149291712
GD1,400,dynamic,2,1,911.1466104158869,911.1466104158869,948.4333052079435,948.4333052079435,240.0,175.0,167.41378019108924,2058.29991562383
GD2,400,static,1,1,790.9543331460276,790.9543331460276,840.3771665730137,840.3771665730137,240.0,175.0,167.41378019108924,1804.1314997190414
GD3,400,static,3,1,867.2183328912809,867.2183328912809,903.5091664456404,903.5091664456404,240.0,175.0,167.41378019108924,1943.5274993369212
GD2,400,static,3,1,849.3337284731948,849.3337284731948,894.5668642365974,894.5668642365974,240.0,175.0,167.41378019108924,1916.7005927097923
GD1,400,static,1,1,816.6315503580868,816.6315503580868,853.2157751790434,853.2157751790434,240.0,175.0,167.41378019108924,1842.64732553713
GD1,600,static,3,1,1311.9044083658805,1323.2036660783642,1373.85220418294,1379.5018330391822,240.0,175.0,167.41378019108924,2858.556612548821
GD2,600,dynamic,2,1,1411.1216786818404,1415.97769344545,1468.92083934092,1471.348846722725,240.0,175.0,167.41378019108924,3078.7625180227606
GD1,600,static,1,1,1267.3081802446595,1276.4650681162514,1326.5540901223299,1331.1325340581257,240.0,175.0,167.41378019108924,2766.66227036699
GD3,600,static,3,1,1304.2715421827832,1304.2715421827832,1370.0357710913916,1370.0357710913916,240.0,175.0,167.41378019108924,2847.107313274175
GD2,600,static,3,1,1311.400607220609,1311.400607220609,1373.6003036103043,1373.6003036103043,240.0,175.0,167.41378019108924,2857.8009108309134
GD2,600,static,1,1,1255.5386174052153,1255.5386174052153,1320.6693087026076,1320.6693087026076,240.0,175.0,167.41378019108924,2749.007926107823
GD3,800,static,3,1,2222.6010564348235,2233.1924922491958,2302.200528217412,2307.496246124598,240.0,175.0,167.41378019108924,4697.601584652235
GD1,800,dynamic,2,1,2401.7129024942965,2409.467684481097,2482.216451247148,2486.093842240548,240.0,175.0,167.41378019108924,5082.649353741445
GD1,800,static,1,1,2175.2180768087314,2184.8063151312986,2253.5090384043656,2258.303157565649,240.0,175.0,167.41378019108924,4601.527115213098
GD1,800,static,3,1,2226.7161213196696,2229.824113184904,2304.258060659835,2305.812056592452,240.0,175.0,167.41378019108924,4703.774181979505
GD3,800,static,1,1,2167.0271749833205,2167.0271749833205,2249.41358749166,2249.41358749166,240.0,175.0,167.41378019108924,4589.24076247498
GD2,800,dynamic,2,1,2410.5174371259536,2412.5047840478987,2486.618718562977,2487.6123920239493,240.0,175.0,167.41378019108924,5095.856155688931
GD3,200,static,3,1,580.1648859891633,589.5522463636416,601.9824429945817,606.6761231818208,240.0,175.0,167.41378019108924,1354.947328983745
GD3,200,static,3,2,475.31517240838895,475.31517240838895,487.60758620419443,487.60758620419443,240.0,175.0,167.41378019108924,1049.3227586125834
GD3,200,static,3,3,422.3387945332815,422.3387945332815,440.4693972666408,440.4693972666408,240.0,175.0,167.41378019108924,920.4081917999223
GD1,200,dynamic,2,1,610.7747022988824,615.5844396809186,626.7473511494411,629.1522198404592,240.0,175.0,167.41378019108924,1436.2420534483235
GD2,200,dynamic,2,1,603.0834626947629,603.0834626947629,622.9017313473814,622.9017313473814,240.0,175.0,167.41378019108924,1424.7051940421445
GD1,200,static,1,1,526.7238236190857,531.1784937549096,550.2619118095429,552.4892468774548,240.0,175.0,167.41378019108924,1249.7857354286284
GD3,200,dynamic,2,1,600.398624735843,602.9610962424689,621.5593123679215,622.8405481212344,240.0,175.0,167.41378019108924,1420.6779371037646
GD1,400,static,1,1,798.8513518707829,800.4168048617366,844.3256759353915,845.1084024308683,240.0,175.0,167.41378019108924,1815.9770278061742
GD1,400,dynamic,2,1,908.0791970012282,925.0721686895635,946.899598500614,955.3960843447817,240.0,175.0,167.41378019108924,2053.698795501842
GD2,400,static,3,1,855.4074045326201,864.602187928889,897.60370226631,902.2010939644445,240.0,175.0,167.41378019108924,1925.8111067989303
GD3,400,static,3,1,853.5091632275653,853.5091632275653,896.6545816137826,896.6545816137826,240.0,175.0,167.41378019108924,1922.963744841348
GD1,400,static,3,1,869.4047732680461,872.3095021926154,904.6023866340231,906.0547510963077,240.0,175.0,167.41378019108924,1946.807159902069
GD3,400,dynamic,2,1,902.2320761822548,902.2320761822548,943.9760380911274,943.9760380911274,240.0,175.0,167.41378019108924,2044.9281142733823
GD2,400,static,1,1,797.9756589110004,797.9756589110004,843.8878294555002,843.8878294555002,240.0,175.0,167.41378019108924,1814.6634883665006
GD1,600,static,3,1,1323.139596020512,1334.6006126003863,1379.4697980102558,1385.200306300193,240.0,175.0,167.41378019108924,2875.4093940307675
GD3,600,static,1,1,1260.3667598583056,1265.8379693539107,1323.083379929153,1325.818984676955,240.0,175.0,167.41378019108924,2756.2501397874585
GD1,600,dynamic,2,1,1407.029430752973,1412.0503127355646,1466.8747153764866,1469.3851563677824,240.0,175.0,167.41378019108924,3072.6241461294594
GD1,600,static,1,1,1261.6011811115866,1261.8735553236186,1323.7005905557935,1323.8367776618095,240.0,175.0,167.41378019108924,2758.10177166738
GD3,600,static,3,1,1319.1562429174396,1319.1562429174396,1377.47812145872,1377.47812145872,240.0,175.0,167.41378019108924,2869.4343643761595
GD1,800,dynamic,2,1,2403.914587616615,2412.877821743353,2483.317293808307,2487.798910871676,240.0,175.0,167.41378019108924,5085.951881424921
GD3,800,static,3,1,2218.178337966639,2222.029719066982,2299.9891689833194,2301.914859533491,240.0,175.0,167.41378019108924,4690.967506949959
GD2,800,static,1,1,2173.23276942429,2178.981089496736,2252.5163847121453,2255.390544748368,240.0,175.0,167.41378019108924,4598.549154136435
GD2,800,dynamic,2,1,2403.8304376359883,2405.014296420741,2483.275218817994,2483.867148210371,240.0,175.0,167.41378019108924,5085.825656453982
GD2,800,static,3,1,2219.2644421149084,2219.2644421149084,2300.532221057454,2300.532221057454,240.0,175.0,167.41378019108924,4692.596663172363
GD3,800,static,1,1,2165.9803602824772,2170.0665968356006,2248.8901801412385,2250.9332984178,240.0,175.0,167.41378019108924,4587.670540423716
GD1,800,static,1,1,2159.989481282913,2159.989481282913,2245.8947406414563,2245.8947406414563,240.0,175.0,167.41378019108924,4578.684221924369
GD1,200,static,3,2,472.2902322404376,472.2902322404376,486.0951161202188,486.0951161202188,240.0,175.0,167.41378019108924,1044.7853483606564
GD2,200,static,1,3,392.2723581401346,392.2723581401346,417.10284573673397,417.10284573673397,240.0,175.0,167.41378019108924,866.9752038768686
GD1,200,static,1,1,535.5142166762341,545.5027592509343,554.657108338117,559.6513796254673,240.0,175.0,167.41378019108924,1262.9713250143514
GD3,200,dynamic,2,3,435.4614131522148,435.4614131522148,456.18403990944074,456.18403990944074,240.0,175.0,167.41378019108924,957.8854530616555
GD1,200,static,3,1,578.4506343865346,578.4506343865346,601.1253171932673,601.1253171932673,240.0,175.0,167.41378019108924,1352.3759515798017
GD2,200,dynamic,2,1,612.4226668764493,612.4226668764493,627.5713334382247,627.5713334382247,240.0,175.0,167.41378019108924,1438.714000314674
GD1,200,dynamic,2,1,606.284027865392,610.0910805120252,624.5020139326961,626.4055402560126,240.0,175.0,167.41378019108924,1429.5060417980878
GD2,200,static,1,1,537.7029930936792,537.7029930936792,555.7514965468396,555.7514965468396,240.0,175.0,167.41378019108924,1266.2544896405186
GD3,200,static,3,1,586.8899472605898,586.8899472605898,605.3449736302949,605.3449736302949,240.0,175.0,167.41378019108924,1365.0349208908847
GD1,400,static,1,1,808.932637872575,808.932637872575,849.3663189362875,849.3663189362875,240.0,175.0,167.41378019108924,1831.0989568088623
GD3,400,static,3,1,866.2392899802178,866.7240721455202,903.0196449901089,903.26203607276,240.0,175.0,167.41378019108924,1942.0589349703268
GD3,400,static,1,1,810.0057992423108,810.9840976722478,849.9028996211553,850.3920488361239,240.0,175.0,167.41378019108924,1832.708698863466
GD2,400,dynamic,2,1,905.8107551898022,912.567517274638,945.7653775949011,949.143758637319,240.0,175.0,167.41378019108924,2050.2961327847033
GD1,400,static,3,1,855.7134799586743,855.7134799586743,897.7567399793371,897.7567399793371,240.0,175.0,167.41378019108924,1926.2702199380112
GD2,400,static,1,1,801.3769684714754,801.3769684714754,845.5884842357376,845.5884842357376,240.0,175.0,167.41378019108924,1819.765452707213
GD2,400,static,3,1,866.8400178004518,870.1671811295695,903.320008900226,904.9835905647848,240.0,175.0,167.41378019108924,1942.9600267006776
GD1,400,dynamic,2,1,914.9610206184751,914.9610206184751,950.3405103092375,950.3405103092375,240.0,175.0,167.41378019108924,2064.0215309277123
GD3,600,static,1,1,1266.6029765031797,1271.9767525775758,1326.2014882515898,1328.8883762887879,240.0,175.0,167.41378019108924,2765.6044647547697
GD1,600,static,3,1,1318.0398339535145,1318.0398339535145,1376.9199169767571,1376.9199169767571,240.0,175.0,167.41378019108924,2867.759750930272
GD1,600,static,1,1,1272.9335143529804,1283.3474399587371,1329.3667571764902,1334.5737199793684,240.0,175.0,167.41378019108924,2775.100271529471
GD2,600,static,1,1,1262.2793875375628,1264.5157114592055,1324.0396937687815,1325.1578557296027,240.0,175.0,167.41378019108924,2759.1190813063445
GD3,600,dynamic,2,1,1421.1976236398887,1421.1976236398887,1473.9588118199445,1473.9588118199445,240.0,175.0,167.41378019108924,3093.876435459833
GD3,600,static,3,1,1318.912361433631,1322.5329241060997,1377.3561807168157,1379.16646205305,240.0,175.0,167.41378019108924,2869.068542150447
GD3,800,static,3,1,2214.436612940869,2214.436612940869,2298.118306470434,2298.118306470434,240.0,175.0,167.41378019108924,4685.354919411303
GD1,800,static,3,1,2228.0813428889155,2232.523584660573,2304.9406714444576,2307.161792330286,240.0,175.0,167.41378019108924,4705.822014333372
GD3,800,static,1,1,2174.1280860634783,2180.899984705154,2252.964043031739,2256.349992352577,240.0,175.0,167.41378019108924,4599.892129095218
GD2,800,dynamic,2,1,2400.9933795207444,2410.538218620273,2481.856689760372,2486.6291093101363,240.0,175.0,167.41378019108924,5081.570069281116
GD2,800,static,3,1,2225.857383296369,2231.928243031485,2303.8286916481843,2306.8641215157427,240.0,175.0,167.41378019108924,4702.486074944553
GD1,800,dynamic,2,1,2406.276741731303,2406.276741731303,2484.4983708656514,2484.4983708656514,240.0,175.0,167.41378019108924,5089.495112596955
GD3,800,dynamic,2,1,2409.1766586283143,2409.1766586283143,2485.948329314157,2485.948329314157,240.0,175.0,167.41378019108924,5093.844987942472
GD2,200,static,3,1,589.8075579811373,590.4919932622014,606.8037789905686,607.1459966311006,240.0,175.0,167.41378019108924,1369.4113369717056
GD1,200,dynamic,2,2,469.1634703818509,469.1634703818509,493.76173519092544,493.76173519092544,240.0,175.0,167.41378019108924,1062.2852055727762
GD1,200,static,1,3,385.2941150642422,385.2941150642422,413.61372419878774,413.61372419878774,240.0,175.0,167.41378019108924,856.50783926303
GD2,200,dynamic,2,1,605.2309559329268,613.6221292337592,623.9754779664635,628.1710646168797,240.0,175.0,167.41378019108924,1427.9264338993905
GD1,200,dynamic,2,1,610.1588721881031,622.8538929273257,626.4394360940516,632.7869464636628,240.0,175.0,167.41378019108924,1435.318308282155
GD3,200,dynamic,2,1,603.3395510137566,603.3395510137566,623.0297755068783,623.0297755068783,240.0,175.0,167.41378019108924,1425.0893265206348
GD1,200,static,3,1,593.9060897557387,593.9060897557387,608.8530448778693,608.8530448778693,240.0,175.0,167.41378019108924,1375.559134633608
GD2,400,static,3,1,844.6478319312052,844.6478319312052,892.2239159656026,892.2239159656026,240.0,175.0,167.41378019108924,1909.6717478968078
GD1,400,static,3,1,865.6214880105789,879.1809074762336,902.7107440052894,909.4904537381168,240.0,175.0,167.41378019108924,1941.1322320158683
GD1,400,static,1,1,809.3302180607025,816.8969249658919,849.5651090303512,853.3484624829459,240.0,175.0,167.41378019108924,1831.6953270910535
GD3,400,static,1,1,818.8964552910395,818.8964552910395,854.3482276455197,854.3482276455197,240.0,175.0,167.41378019108924,1846.0446829365592
GD2,400,dynamic,2,1,911.3591144331481,912.6020325087859,948.5395572165739,949.1610162543928,240.0,175.0,167.41378019108924,2058.618671649722
GD2,400,static,1,1,809.7937884529213,809.7937884529213,849.7968942264606,849.7968942264606,240.0,175.0,167.41378019108924,1832.3906826793818
GD1,400,dynamic,2,1,899.663469787055,899.663469787055,942.6917348935275,942.6917348935275,240.0,175.0,167.41378019108924,2041.0752046805826
GD2,600,static,3,1,1316.2378191893702,1316.2378191893702,1376.018909594685,1376.018909594685,240.0,175.0,167.41378019108924,2865.0567287840554
GD1,600,static,3,1,1313.2287616509075,1314.6637554133204,1374.5143808254538,1375.2318777066603,240.0,175.0,167.41378019108924,2860.5431424763615
GD3,600,static,3,1,1318.3492937115473,1318.3492937115473,1377.0746468557736,1377.0746468557736,240.0,175.0,167.41378019108924,2868.223940567321
GD2,600,static,1,1,1270.6683030022343,1270.6683030022343,1328.2341515011171,1328.2341515011171,240.0,175.0,167.41378019108924,2771.702454503352
GD3,600,static,1,1,1270.6324621998906,1275.3426612289663,1328.2162310999454,1330.5713306144833,240.0,175.0,167.41378019108924,2771.648693299836
GD2,600,dynamic,2,1,1417.2223366437597,1418.9412595116155,1471.9711683218798,1472.8306297558079,240.0,175.0,167.41378019108924,3087.913504965639
GD1,600,static,1,1,1269.8504654078313,1271.596683612459,1327.8252327039154,1328.6983418062293,240.0,175.0,167.41378019108924,2770.475698111747
GD1,800,dynamic,2,1,2398.161725187784,2400.424092114267,2480.4408625938922,2481.5720460571333,240.0,175.0,167.41378019108924,5077.322587781677
GD1,800,static,3,1,2223.693786729945,2225.089295694981,2302.7468933649725,2303.44464784749,240.0,175.0,167.41378019108924,4699.2406800949175
GD2,800,dynamic,2,1,2403.4788078133397,2408.4165122685026,2483.09940390667,2485.5682561342514,240.0,175.0,167.41378019108924,5085.29821172001
GD3,800,static,1,1,2171.3368932564117,2174.6626641276234,2251.5684466282055,2253.231332063812,240.0,175.0,167.41378019108924,4595.705339884617
GD1,800,static,1,1,2165.988707221634,2165.988707221634,2248.894353610817,2248.894353610817,240.0,175.0,167.41378019108924,4587.683060832451
GD2,800,static,1,1,2178.660828486926,2178.660828486926,2255.2304142434627,2255.2304142434627,240.0,175.0,167.41378019108924,4606.69124273039
GD3,800,dynamic,2,1,2412.304941632081,2412.304941632081,2487.51247081604,2487.51247081604,240.0,175.0,167.41378019108924,5098.537412448121
GD3,800,static,3,1,2217.8951669472067,2217.8951669472067,2299.847583473603,2299.847583473603,240.0,175.0,167.41378019108924,4690.54275042081
GD3,200,dynamic,2,1,599.6672533588447,604.154290039903,621.1936266794224,623.4371450199516,240.0,175.0,167.41378019108924,1419.5808800382674
GD1,200,static,3,2,461.5785695315258,461.5785695315258,480.7392847657629,480.7392847657629,240.0,175.0,167.41378019108924,1028.7178542972888
GD3,200,static,1,3,409.9785895920406,409.9785895920406,425.95596146268696,425.95596146268696,240.0,175.0,167.41378019108924,893.5345510547276
GD1,200,dynamic,2,1,608.8904447643131,611.6214251182313,625.8052223821566,627.1707125591156,240.0,175.0,167.41378019108924,1433.4156671464698
GD3,200,static,3,1,572.6026247820107,572.6026247820107,598.2013123910053,598.2013123910053,240.0,175.0,167.41378019108924,1343.603937173016
GD1,200,static,3,1,574.1145307644549,574.1145307644549,598.9572653822274,598.9572653822274,240.0,175.0,167.41378019108924,1345.8717961466823
GD2,200,dynamic,2,1,611.6668697872437,620.1070774686243,627.1934348936219,631.4135387343122,240.0,175.0,167.41378019108924,1437.5803046808658
GD1,400,static,1,1,809.5996700070286,809.5996700070286,849.6998350035143,849.6998350035143,240.0,175.0,167.41378019108924,1832.0995050105428
GD2,400,static,1,1,820.8235704036927,820.8235704036927,855.3117852018463,855.3117852018463,240.0,175.0,167.41378019108924,1848.935355605539
GD1,400,static,3,1,860.5136004417923,865.7564388617312,900.1568002208961,902.7782194308656,240.0,175.0,167.41378019108924,1933.4704006626882
GD3,400,static,1,1,820.59190707668,824.6911269820473,855.1959535383401,857.2455634910236,240.0,175.0,167.41378019108924,1848.58786061502
GD3,400,static,3,1,857.4403152290753,869.0676141077698,898.6201576145376,904.4338070538848,240.0,175.0,167.41378019108924,1928.860472843613
GD3,400,dynamic,2,1,912.7349249897433,912.7349249897433,949.2274624948716,949.2274624948716,240.0,175.0,167.41378019108924,2060.6823874846145
GD3,600,dynamic,2,1,1393.832569405287,1393.832569405287,1460.2762847026436,1460.2762847026436,240.0,175.0,167.41378019108924,3052.8288541079305
GD3,600,static,3,1,1317.423343792886,1319.1624931254755,1376.6116718964429,1377.4812465627376,240.0,175.0,167.41378019108924,2866.83501568933
GD1,600,static,3,1,1320.1245523546024,1330.417212378221,1377.9622761773012,1383.1086061891106,240.0,175.0,167.41378019108924,2870.8868285319036
GD2,600,dynamic,2,1,1407.2963988044992,1407.2963988044992,1467.0081994022496,1467.0081994022496,240.0,175.0,167.41378019108924,3073.0245982067486
GD2,600,static,1,1,1262.9862257213729,1262.9862257213729,1324.3931128606864,1324.3931128606864,240.0,175.0,167.41378019108924,2760.1793385820592
GD1,600,dynamic,2,1,1411.567322744736,1411.567322744736,1469.1436613723681,1469.1436613723681,240.0,175.0,167.41378019108924,3079.430984117104
GD2,800,static,1,1,2172.2011051182844,2175.3148536507006,2252.000552559142,2253.5574268253504,240.0,175.0,167.41378019108924,4597.001657677426
GD1,800,dynamic,2,1,2399.1926423319305,2402.350658983568,2480.956321165965,2482.535329491784,240.0,175.0,167.41378019108924,5078.868963497896
GD2,800,static,3,1,2220.064931598569,2221.6755648009675,2300.9324657992843,2301.7377824004834,240.0,175.0,167.41378019108924,4693.797397397854
GD1,800,static,1,1,2178.634339721473,2185.735364253658,2255.2171698607362,2258.767682126829,240.0,175.0,167.41378019108924,4606.65150958221
GD3,800,static,1,1,2174.784602126642,2174.784602126642,2253.292301063321,2253.292301063321,240.0,175.0,167.41378019108924,4600.876903189963
GD3,800,static,3,1,2236.021907319651,2236.021907319651,2308.9109536598253,2308.9109536598253,240.0,175.0,167.41378019108924,4717.732860979476
GD3,800,dynamic,2,1,2408.122918976348,2408.122918976348,2485.4214594881737,2485.4214594881737,240.0,175.0,167.41378019108924,5092.2643784645215
GD3,200,static,3,2,465.1514127881658,465.1514127881658,482.52570639408293,482.52570639408293,240.0,175.0,167.41378019108924,1034.077119182249
GD1,200,dynamic,2,3,430.3863871757068,434.73315873804694,453.6465269211867,455.8199127023568,240.0,175.0,167.41378019108924,950.2729140968936
GD2,200,static,1,1,533.3827561622368,541.6833933250385,553.5913780811184,557.7416966625193,240.0,175.0,167.41378019108924,1259.774134243355
GD2,200,dynamic,2,1,612.7072161680583,617.0857572241172,627.7136080840291,629.9028786120587,240.0,175.0,167.41378019108924,1439.1408242520874
GD1,200,static,1,1,530.3987106492109,530.3987106492109,552.0993553246054,552.0993553246054,240.0,175.0,167.41378019108924,1255.2980659738162
GD3,200,static,3,1,587.7429978417113,590.33143076378,605.7714989208556,607.06571538189,240.0,175.0,167.41378019108924,1366.314496762567
GD1,200,dynamic,2,1,607.1073663574529,607.1073663574529,624.9136831787264,624.9136831787264,240.0,175.0,167.41378019108924,1430.7410495361794
GD3,200,static,1,1,517.0185664147657,517.0185664147657,545.4092832073828,545.4092832073828,240.0,175.0,167.41378019108924,1235.2278496221486
GD2,400,static,1,1,797.6184205927952,808.7296934212995,843.7092102963976,849.2648467106497,240.0,175.0,167.41378019108924,1814.127630889193
GD1,400,static,1,1,807.9681683458963,811.8556824504831,848.8840841729481,850.8278412252415,240.0,175.0,167.41378019108924,1829.652252518844
GD1,400,static,3,1,858.5981393771044,865.5061949898785,899.1990696885523,902.6530974949393,240.0,175.0,167.41378019108924,1930.5972090656567
GD1,400,dynamic,2,1,887.7615977961091,890.0471462563829,936.7407988980545,937.8835731281915,240.0,175.0,167.41378019108924,2023.2223966941638
GD3,400,static,3,1,861.7997928765085,875.5632836689728,900.7998964382541,907.6816418344863,240.0,175.0,167.41378019108924,1935.3996893147626
GD3,400,dynamic,2,1,908.6464382137902,908.6464382137902,947.1832191068951,947.1832191068951,240.0,175.0,167.41378019108924,2054.549657320685
GD1,600,dynamic,2,1,1413.5023499485874,1417.5702642087426,1470.1111749742936,1472.1451321043712,240.0,175.0,167.41378019108924,3082.3335249228808
GD3,600,dynamic,2,1,1411.3186194266236,1417.124659446807,1469.0193097133117,1471.9223297234034,240.0,175.0,167.41378019108924,3079.0579291399354
GD1,600,static,1,1,1251.0533980930218,1257.6924759658252,1318.4266990465107,1321.7462379829128,240.0,175.0,167.41378019108924,2742.2800971395327
GD1,600,static,3,1,1316.9585486525714,1316.9585486525714,1376.3792743262857,1376.3792743262857,240.0,175.0,167.41378019108924,2866.137822978857
GD2,600,dynamic,2,1,1416.082734882889,1416.082734882889,1471.4013674414446,1471.4013674414446,240.0,175.0,167.41378019108924,3086.2041023243332
GD2,600,static,3,1,1317.3317620953508,1317.3317620953508,1376.5658810476755,1376.5658810476755,240.0,175.0,167.41378019108924,2866.6976431430267
GD3,600,static,1,1,1255.7865018790394,1255.7865018790394,1320.7932509395196,1320.7932509395196,240.0,175.0,167.41378019108924,2749.379752818559
GD2,600,static,1,1,1275.427187949151,1275.427187949151,1330.6135939745755,1330.6135939745755,240.0,175.0,167.41378019108924,2778.8407819237264
GD3,800,static,3,1,2221.1389312876845,2229.2471548494996,2301.469465643842,2305.52357742475,240.0,175.0,167.41378019108924,4695.408396931527
GD2,800,dynamic,2,1,2405.6744311819666,2407.450335576387,2484.197215590983,2485.0851677881933,240.0,175.0,167.41378019108924,5088.591646772949
GD1,800,dynamic,2,1,2395.9089109671813,2398.5573585598454,2479.314455483591,2480.6386792799226,240.0,175.0,167.41378019108924,5073.943366450772
GD2,800,static,3,1,2223.972462762337,2223.972462762337,2302.8862313811683,2302.8862313811683,240.0,175.0,167.41378019108924,4699.658694143505
GD1,800,static,1,1,2171.8770201857606,2171.8770201857606,2251.8385100928804,2251.8385100928804,240.0,175.0,167.41378019108924,4596.515530278642
GD1,800,static,3,1,2218.33518147464,2223.9250314780047,2300.06759073732,2302.8625157390024,240.0,175.0,167.41378019108924,4691.202772211961
GD3,800,static,1,1,2173.305438238399,2173.305438238399,2252.5527191191995,2252.5527191191995,240.0,175.0,167.41378019108924,4598.658157357599
GD2,200,static,3,2,461.21469780086545,461.21469780086545,480.5573489004327,480.5573489004327,240.0,175.0,167.41378019108924,1028.1720467012983
GD2,200,static,3,3,423.9419466799117,423.9419466799117,441.2709733399559,441.2709733399559,240.0,175.0,167.41378019108924,922.8129200198676
GD1,200,static,3,2,463.9684176854375,463.9684176854375,481.93420884271876,481.93420884271876,240.0,175.0,167.41378019108924,1032.3026265281562
GD1,200,static,1,3,405.3422666270828,405.3422666270828,423.63779998020806,423.63779998020806,240.0,175.0,167.41378019108924,886.5800666072909
GD2,200,static,1,1,529.5302079643202,529.5302079643202,551.6651039821601,551.6651039821601,240.0,175.0,167.41378019108924,1253.9953119464801
GD1,200,static,3,1,576.9156271717768,576.9156271717768,600.3578135858884,600.3578135858884,240.0,175.0,167.41378019108924,1350.0734407576651
GD1,200,dynamic,2,1,593.4900357677254,598.9209288218757,618.1050178838627,620.8204644109379,240.0,175.0,167.41378019108924,1410.3150536515882
GD2,200,dynamic,2,1,616.8471607528852,616.8471607528852,629.7835803764426,629.7835803764426,240.0,175.0,167.41378019108924,1445.3507411293278
GD3,200,static,3,1,574.9968128269286,574.9968128269286,599.3984064134643,599.3984064134643,240.0,175.0,167.41378019108924,1347.1952192403928
GD1,200,static,1,1,543.8184855506811,543.8184855506811,558.8092427753405,558.8092427753405,240.0,175.0,167.41378019108924,1275.4277283260215
GD3,200,static,1,1,534.1862705199054,534.1862705199054,553.9931352599527,553.9931352599527,240.0,175.0,167.41378019108924,1260.979405779858
GD3,400,static,1,1,814.5318074496512,817.492294317515,852.1659037248255,853.6461471587575,240.0,175.0,167.41378019108924,1839.4977111744765
GD2,400,static,3,1,858.4110038256295,865.2701805137903,899.1055019128147,902.535090256895,240.0,175.0,167.41378019108924,1930.316505738444
GD1,400,dynamic,2,1,914.9372446601268,914.9372446601268,950.3286223300634,950.3286223300634,240.0,175.0,167.41378019108924,2063.98586699019
GD3,400,dynamic,2,1,913.1216375026172,913.1216375026172,949.4208187513086,949.4208187513086,240.0,175.0,167.41378019108924,2061.262456253926
GD1,400,static,3,1,870.5874918004242,871.4047732902239,905.1937459002121,905.602386645112,240.0,175.0,167.41378019108924,1948.5812377006364
GD1,600,dynamic,2,1,1405.6563030522732,1410.7682960116638,1466.1881515261364,1468.744148005832,240.0,175.0,167.41378019108924,3070.56445457841
GD3,600,static,3,1,1323.9546825940374,1323.9546825940374,1379.8773412970186,1379.8773412970186,240.0,175.0,167.41378019108924,2876.632023891056
GD3,600,dynamic,2,1,1420.011040053028,1424.3613368620927,1473.3655200265139,1475.5406684310462,240.0,175.0,167.41378019108924,3092.0965600795416
GD1,600,static,3,1,1309.8367882464934,1309.8367882464934,1372.8183941232467,1372.8183941232467,240.0,175.0,167.41378019108924,2855.45518236974
GD2,600,static,3,1,1318.1261157080276,1329.9006499169795,1376.9630578540139,1382.8503249584899,240.0,175.0,167.41378019108924,2867.889173562042
GD1,800,static,1,1,2166.1976343900637,2171.646405391788,2248.9988171950317,2251.723202695894,240.0,175.0,167.41378019108924,4587.996451585095
GD3,800,static,1,1,2169.1367870708455,2179.777805337813,2250.4683935354224,2255.7889026689063,240.0,175.0,167.41378019108924,4592.405180606269
GD2,800,static,3,1,2219.357716508458,2219.7846604267106,2300.578858254229,2300.7923302133554,240.0,175.0,167.41378019108924,4692.736574762687
GD1,800,dynamic,2,1,2400.252517754433,2403.903305567361,2481.4862588772166,2483.31165278368,240.0,175.0,167.41378019108924,5080.458776631649
GD1,800,static,3,1,2225.5188978790484,2227.063232743717,2303.659448939524,2304.431616371858,240.0,175.0,167.41378019108924,4701.978346818573
GD3,800,static,3,1,2224.3474180735966,2229.140013440937,2303.0737090367984,2305.470006720468,240.0,175.0,167.41378019108924,4700.221127110395
GD2,200,static,3,2,472.49342833626247,472.49342833626247,486.1967141681312,486.1967141681312,240.0,175.0,167.41378019108924,1045.0901425043937
GD2,200,dynamic,2,3,429.33134745122373,429.33134745122373,453.1190070589452,453.1190070589452,240.0,175.0,167.41378019108924,948.690354510169
GD3,200,static,3,2,446.45265882531646,446.45265882531646,473.1763294126582,473.1763294126582,240.0,175.0,167.41378019108924,1006.0289882379747
GD2,200,static,3,3,417.9500943508266,417.9500943508266,438.2750471754133,438.2750471754133,240.0,175.0,167.41378019108924,913.8251415262399
GD3,200,static,3,1,574.2988856761629,574.2988856761629,599.0494428380814,599.0494428380814,240.0,175.0,167.41378019108924,1346.1483285142442
GD1,200,static,1,1,519.0040731400147,523.8623144454762,546.4020365700073,548.8311572227379,240.0,175.0,167.41378019108924,1238.2061097100218
GD2,200,static,3,1,590.7308276371788,596.2671995132039,607.2654138185894,610.0335997566019,240.0,175.0,167.41378019108924,1370.796241455768
GD2,200,dynamic,2,1,597.4624817782,597.4624817782,620.0912408891,620.0912408891,240.0,175.0,167.41378019108924,1416.2737226673
GD2,200,static,1,1,545.7516893204586,545.7516893204586,559.7758446602293,559.7758446602293,240.0,175.0,167.41378019108924,1278.3275339806878
GD1,200,static,3,1,588.0952690042612,588.0952690042612,605.9476345021305,605.9476345021305,240.0,175.0,167.41378019108924,1366.8429035063916
GD1,400,static,1,1,808.1009877285721,808.7105773580013,848.950493864286,849.2552886790006,240.0,175.0,167.41378019108924,1829.8514815928581
